,Articles,Categories
3005,A3006,"C0001,C0008,C0063"
3006,A3007,"C0001,C0008,C0064"
3007,A3008,"C0001,C0014,C0069"
3008,A3009,"C0001,C0009,C0029,C0122"
3009,A3010,"C0001,C0015,C0083"
3010,A3011,"C0001,C0008,C0018"
3011,A3012,"C0001,C0008,C0085"
3012,A3013,"C0001,C0008,C0035"
3013,A3014,"C0001,C0008,C0062,C0119,C0001,C0005"
3014,A3015,"C0001,C0008,C0058"
3015,A3016,"C0001,C0008,C0084"
3016,A3017,"C0001,C0003,C0030"
3017,A3018,"C0001,C0008,C0063"
3018,A3019,"C0001,C0008,C0064"
3019,A3020,"C0001,C0006,C0098"
3020,A3021,"C0001,C0008,C0018"
3021,A3022,"C0001,C0005,C0001,C0008,C0053,C0130"
3022,A3023,"C0001,C0008,C0063"
3023,A3024,"C0001,C0014,C0102"
3024,A3025,"C0001,C0008,C0063"
3025,A3026,"C0001,C0008,C0018"
3026,A3027,"C0001,C0011,C0073"
3027,A3028,"C0001,C0006,C0098"
3028,A3029,"C0001,C0016,C0092,C0134"
3029,A3030,"C0001,C0006,C0050"
3030,A3031,"C0001,C0009,C0076"
3031,A3032,"C0001,C0012"
3032,A3033,"C0001,C0003,C0045"
3033,A3034,"C0001,C0016,C0028,C0136"
3034,A3035,"C0001,C0016,C0028,C0120"
3035,A3036,"C0001,C0054,C0056"
3036,A3037,"C0001,C0016,C0028,C0135"
3037,A3038,"C0001,C0013,C0089"
3038,A3039,"C0001,C0016,C0028,C0141"
3039,A3040,"C0001,C0054,C0055"
3040,A3041,"C0001,C0008,C0066"
3041,A3042,"C0001,C0008,C0064"
3042,A3043,"C0001,C0008,C0066"
3043,A3044,"C0001,C0015,C0046"
3044,A3045,"C0001,C0009,C0020"
3045,A3046,"C0001,C0009,C0020"
3046,A3047,"C0001,C0016,C0028,C0141"
3047,A3048,"C0001,C0016,C0092,C0129"
3048,A3049,"C0001,C0025,C0025"
3049,A3050,"C0001,C0003,C0030"
3050,A3051,"C0001,C0008,C0066"
3051,A3052,"C0001,C0016,C0028,C0137"
3052,A3053,"C0001,C0014,C0068"
3053,A3054,"C0001,C0011,C0070"
3054,A3055,"C0001,C0011,C0070"
3055,A3056,"C0001,C0009,C0060"
3056,A3057,"C0001,C0009,C0020"
3057,A3058,"C0001,C0004,C0095"
3058,A3059,"C0001,C0008,C0066"
3059,A3060,"C0001,C0054,C0056"
3060,A3061,"C0001,C0014,C0068,C0001,C0014,C0079"
3061,A3062,"C0001,C0011,C0087"
3062,A3063,"C0001,C0014,C0094"
3063,A3064,"C0001,C0009,C0020"
3064,A3065,"C0001,C0054,C0109"
3065,A3066,"C0001,C0005,C0001,C0008,C0065,C0139"
3066,A3067,"C0001,C0016,C0028,C0135"
3067,A3068,"C0001,C0011,C0087"
3068,A3069,"C0001,C0054,C0112"
3069,A3070,"C0001,C0054,C0056"
3070,A3071,"C0001,C0006,C0024"
3071,A3072,"C0001,C0010,C0106"
3072,A3073,"C0001,C0010,C0106"
3073,A3074,"C0001,C0016,C0092,C0142"
3074,A3075,"C0001,C0010,C0115"
3075,A3076,"C0001,C0011,C0093"
3076,A3077,"C0001,C0004,C0021"
3077,A3078,"C0001,C0016,C0092,C0134"
3078,A3079,"C0001,C0006,C0050,C0001,C0016,C0092,C0134"
3079,A3080,"C0001,C0006,C0050,C0001,C0016,C0092,C0142"
3080,A3081,"C0001,C0016,C0028,C0141"
3081,A3082,"C0001,C0015,C0101,C0001,C0015,C0103"
3082,A3083,"C0001,C0016,C0028,C0135"
3083,A3084,"C0001,C0016,C0028,C0137"
3084,A3085,"C0001,C0009,C0076"
3085,A3086,"C0001,C0009,C0076"
3086,A3087,"C0001,C0009,C0076"
3087,A3088,"C0001,C0009,C0076"
3088,A3089,"C0001,C0009,C0076"
3089,A3090,"C0001,C0012"
3090,A3091,"C0001,C0012"
3091,A3092,"C0001,C0015,C0101"
3092,A3093,"C0001,C0008,C0066"
3093,A3094,"C0001,C0054,C0056,C0001,C0016,C0028,C0141"
3094,A3095,"C0001,C0008,C0085"
3095,A3096,"C0001,C0016,C0028,C0132"
3096,A3097,"C0001,C0003,C0048"
3097,A3098,"C0001,C0016,C0092,C0142"
3098,A3099,"C0001,C0008,C0063"
3099,A3100,"C0001,C0011,C0059"
3100,A3101,"C0001,C0016,C0028,C0128"
3101,A3102,"C0001,C0011,C0087"
3102,A3103,"C0001,C0008,C0062"
3103,A3104,"C0001,C0014,C0094"
3104,A3105,"C0001,C0015,C0046"
3105,A3106,"C0001,C0008,C0053"
3106,A3107,"C0001,C0016,C0033,C0127"
3107,A3108,"C0001,C0016,C0028,C0120"
3108,A3109,"C0001,C0016,C0028,C0135"
3109,A3110,"C0001,C0016,C0028,C0120"
3110,A3111,"C0001,C0009,C0029,C0122"
3111,A3112,"C0001,C0008,C0085"
3112,A3113,"C0001,C0016,C0028,C0137"
3113,A3114,"C0001,C0014,C0068"
3114,A3115,"C0001,C0009,C0020"
3115,A3116,"C0001,C0008,C0018"
3116,A3117,"C0001,C0008,C0063"
3117,A3118,"C0001,C0006,C0098"
3118,A3119,"C0001,C0016,C0028,C0128"
3119,A3120,"C0001,C0016,C0028,C0120"
3120,A3121,"C0001,C0008,C0066"
3121,A3122,"C0001,C0008,C0063"
3122,A3123,"C0001,C0016,C0033,C0127"
3123,A3124,"C0001,C0009,C0023"
3124,A3125,"C0001,C0016,C0033,C0126,C0001,C0008,C0035"
3125,A3126,"C0001,C0008,C0035,C0001,C0004,C0052"
3126,A3127,"C0001,C0008,C0053"
3127,A3128,"C0001,C0054,C0039"
3128,A3129,"C0001,C0006,C0098"
3129,A3130,"C0001,C0006,C0098"
3130,A3131,"C0001,C0016,C0092,C0142"
3131,A3132,"C0001,C0014,C0026"
3132,A3133,"C0001,C0054,C0039"
3133,A3134,"C0001,C0016,C0028,C0128"
3134,A3135,"C0001,C0008,C0058"
3135,A3136,"C0001,C0025,C0025"
3136,A3137,"C0001,C0008,C0062,C0119,C0001,C0005"
3137,A3138,"C0001,C0006,C0024"
3138,A3139,"C0001,C0008,C0064"
3139,A3140,"C0001,C0006,C0024"
3140,A3141,"C0001,C0008,C0066"
3141,A3142,"C0001,C0008,C0058"
3142,A3143,"C0001,C0005,C0001,C0008,C0065,C0139"
3143,A3144,"C0001,C0015,C0104"
3144,A3145,"C0001,C0008,C0053"
3145,A3146,"C0001,C0006,C0024"
3146,A3147,"C0001,C0016,C0033,C0127"
3147,A3148,"C0001,C0054,C0056"
3148,A3149,"C0001,C0008,C0064"
3149,A3150,"C0001,C0009,C0099"
3150,A3151,"C0001,C0008,C0032,C0125,C0001,C0005"
3151,A3152,"C0001,C0006,C0019"
3152,A3153,"C0001,C0016,C0028,C0141"
3153,A3154,"C0001,C0015,C0103"
3154,A3155,"C0001,C0054,C0056"
3155,A3156,"C0001,C0005,C0001,C0008,C0064"
3156,A3157,"C0001,C0008,C0032,C0125,C0001,C0005"
3157,A3158,"C0001,C0016,C0028,C0128"
3158,A3159,"C0001,C0008,C0032"
3159,A3160,"C0001,C0008,C0053"
3160,A3161,"C0001,C0054,C0100"
3161,A3162,"C0001,C0004,C0095"
3162,A3163,"C0001,C0004,C0095"
3163,A3164,"C0001,C0004,C0095"
3164,A3165,"C0001,C0004,C0095"
3165,A3166,"C0001,C0016,C0028,C0120"
3166,A3167,"C0001,C0054,C0056,C0001,C0016,C0028,C0141"
3167,A3168,"C0001,C0054,C0056,C0001,C0016,C0028,C0141"
3168,A3169,"C0001,C0006,C0024"
3169,A3170,"C0001,C0008,C0088"
3170,A3171,"C0001,C0016,C0028,C0120"
3171,A3172,"C0001,C0014,C0108"
3172,A3173,"C0001,C0008,C0062"
3173,A3174,"C0001,C0014,C0026"
3174,A3175,"C0001,C0014,C0027"
3175,A3176,"C0001,C0014,C0026"
3176,A3177,"C0001,C0014,C0089"
3177,A3178,"C0001,C0014,C0102"
3178,A3179,"C0001,C0054,C0056,C0001,C0016,C0028,C0141"
3179,A3180,"C0001,C0004,C0042"
3180,A3181,"C0001,C0004,C0042"
3181,A3182,"C0001,C0016,C0028,C0120"
3182,A3183,"C0001,C0008,C0063"
3183,A3184,"C0001,C0054,C0056,C0001,C0016,C0028,C0141"
3184,A3185,"C0001,C0054,C0054"
3185,A3186,"C0001,C0004,C0049"
3186,A3187,"C0001,C0014,C0077"
3187,A3188,"C0001,C0014,C0108"
3188,A3189,"C0001,C0008,C0066"
3189,A3190,"C0001,C0016,C0028,C0135"
3190,A3191,"C0001,C0016,C0028,C0128"
3191,A3192,"C0001,C0014,C0068"
3192,A3193,"C0001,C0016,C0028,C0120"
3193,A3194,"C0001,C0008,C0063"
3194,A3195,"C0001,C0006,C0098"
3195,A3196,"C0001,C0015,C0104"
3196,A3197,"C0001,C0008,C0062,C0119,C0001,C0005"
3197,A3198,"C0001,C0006,C0098"
3198,A3199,"C0001,C0016,C0028,C0120"
3199,A3200,"C0001,C0012"
3200,A3201,"C0001,C0014,C0077"
3201,A3202,"C0001,C0016,C0033,C0133"
3202,A3203,"C0001,C0016,C0033,C0127"
3203,A3204,"C0001,C0010,C0038"
3204,A3205,"C0001,C0008,C0066"
3205,A3206,"C0001,C0016,C0028,C0135"
3206,A3207,"C0001,C0009,C0020"
3207,A3208,"C0001,C0008,C0058"
3208,A3209,"C0001,C0011,C0073"
3209,A3210,"C0001,C0008,C0064"
3210,A3211,"C0001,C0008,C0032,C0125,C0001,C0005"
3211,A3212,"C0001,C0014,C0108"
3212,A3213,"C0001,C0011,C0093"
3213,A3214,"C0001,C0014,C0068"
3214,A3215,"C0001,C0014,C0026"
3215,A3216,"C0001,C0011,C0059"
3216,A3217,"C0001,C0003,C0030,C0001,C0008,C0066"
3217,A3218,"C0001,C0016,C0092,C0134"
3218,A3219,"C0001,C0009,C0020"
3219,A3220,"C0001,C0016,C0028,C0135"
3220,A3221,"C0001,C0008,C0085"
3221,A3222,"C0001,C0054,C0100"
3222,A3223,"C0001,C0014,C0068"
3223,A3224,"C0001,C0008,C0062,C0119,C0001,C0005"
3224,A3225,"C0001,C0009,C0029,C0121"
3225,A3226,"C0001,C0015,C0091"
3226,A3227,"C0001,C0015,C0091"
3227,A3228,"C0001,C0016,C0028,C0135"
3228,A3229,"C0001,C0010,C0115"
3229,A3230,"C0001,C0011,C0070"
3230,A3231,"C0001,C0016,C0092,C0143"
3231,A3232,"C0001,C0008,C0085"
3232,A3233,"C0001,C0006,C0050"
3233,A3234,"C0001,C0016,C0033,C0127"
3234,A3235,"C0001,C0016,C0033,C0126"
3235,A3236,"C0001,C0016,C0033,C0126"
3236,A3237,"C0001,C0016,C0033,C0126"
3237,A3238,"C0001,C0025,C0025,C0001,C0054,C0100"
3238,A3239,"C0001,C0016,C0092,C0134"
3239,A3240,"C0001,C0016,C0028,C0132"
3240,A3241,"C0001,C0016,C0028,C0132"
3241,A3242,"C0001,C0006,C0050"
3242,A3243,"C0001,C0016,C0092,C0134"
3243,A3244,"C0001,C0016,C0092,C0134"
3244,A3245,"C0001,C0016,C0092,C0134"
3245,A3246,"C0001,C0012"
3246,A3247,"C0001,C0013,C0080"
3247,A3248,"C0001,C0008,C0063"
3248,A3249,"C0001,C0009,C0029,C0122,C0001,C0008,C0088"
3249,A3250,"C0001,C0016,C0028,C0120"
3250,A3251,"C0001,C0054,C0056,C0001,C0016,C0028,C0137"
3251,A3252,"C0001,C0016,C0028,C0120"
3252,A3253,"C0001,C0016,C0033,C0138"
3253,A3254,No_Category
3254,A3255,"C0001,C0016,C0028,C0120"
3255,A3256,"C0001,C0016,C0028,C0135,C0001,C0016,C0028,C0140"
3256,A3257,"C0001,C0008,C0064"
3257,A3258,"C0001,C0016,C0028,C0137"
3258,A3259,"C0001,C0016,C0092,C0144"
3259,A3260,"C0001,C0016,C0092,C0144"
3260,A3261,"C0001,C0016,C0092,C0142"
3261,A3262,"C0001,C0016,C0028,C0132"
3262,A3263,"C0001,C0016,C0028,C0132"
3263,A3264,"C0001,C0016,C0092,C0134"
3264,A3265,"C0001,C0008,C0066"
3265,A3266,"C0001,C0016,C0028,C0128"
3266,A3267,"C0001,C0016,C0033,C0127"
3267,A3268,"C0001,C0014,C0090"
3268,A3269,"C0001,C0016,C0028,C0137"
3269,A3270,"C0001,C0054,C0057"
3270,A3271,"C0001,C0016,C0092,C0142"
3271,A3272,"C0001,C0016,C0028,C0128"
3272,A3273,"C0001,C0008,C0066"
3273,A3274,"C0001,C0016,C0028,C0120"
3274,A3275,"C0001,C0054,C0056,C0001,C0016,C0028,C0141"
3275,A3276,"C0001,C0016,C0092,C0142,C0001,C0016,C0092,C0144"
3276,A3277,"C0001,C0016,C0033,C0127"
3277,A3278,"C0001,C0008,C0063"
3278,A3279,"C0001,C0016,C0028,C0135"
3279,A3280,"C0001,C0016,C0028,C0120"
3280,A3281,"C0001,C0010,C0115"
3281,A3282,"C0001,C0011,C0073,C0001,C0011,C0093"
3282,A3283,"C0001,C0011,C0093"
3283,A3284,"C0001,C0009,C0076"
3284,A3285,"C0001,C0054,C0057"
3285,A3286,"C0001,C0005,C0001,C0008,C0053,C0130"
3286,A3287,"C0001,C0012"
3287,A3288,"C0001,C0008,C0022"
3288,A3289,"C0001,C0004,C0071"
3289,A3290,"C0001,C0004,C0095"
3290,A3291,"C0001,C0009,C0096"
3291,A3292,"C0001,C0009,C0060"
3292,A3293,"C0001,C0009,C0096"
3293,A3294,"C0001,C0009,C0076"
3294,A3295,"C0001,C0004,C0095"
3295,A3296,"C0001,C0009,C0060"
3296,A3297,"C0001,C0015,C0091"
3297,A3298,"C0001,C0004,C0095"
3298,A3299,"C0001,C0004,C0095"
3299,A3300,"C0001,C0004,C0095"
3300,A3301,"C0001,C0016,C0028,C0131"
3301,A3302,"C0001,C0004,C0052"
3302,A3303,"C0001,C0004,C0052"
3303,A3304,"C0001,C0016,C0033,C0127"
3304,A3305,"C0001,C0016,C0028,C0132"
3305,A3306,"C0001,C0009,C0020"
3306,A3307,"C0001,C0054,C0100"
3307,A3308,"C0001,C0009,C0086"
3308,A3309,"C0001,C0016,C0028,C0137"
3309,A3310,"C0001,C0009,C0029,C0121,C0001,C0009,C0029,C0123"
3310,A3311,"C0001,C0054,C0112"
3311,A3312,"C0001,C0015,C0103"
3312,A3313,"C0001,C0014,C0102"
3313,A3314,"C0001,C0014,C0102"
3314,A3315,"C0001,C0014,C0102"
3315,A3316,"C0001,C0004,C0044,C0001,C0054,C0054"
3316,A3317,"C0001,C0004,C0044"
3317,A3318,"C0001,C0009,C0086"
3318,A3319,"C0001,C0011,C0093"
3319,A3320,"C0001,C0008,C0018"
3320,A3321,"C0001,C0008,C0018"
3321,A3322,"C0001,C0008,C0063"
3322,A3323,"C0001,C0005,C0001,C0008,C0053,C0130"
3323,A3324,"C0001,C0004,C0095"
3324,A3325,"C0001,C0011,C0070"
3325,A3326,"C0001,C0008,C0035"
3326,A3327,"C0001,C0054,C0054"
3327,A3328,"C0001,C0054,C0112"
3328,A3329,"C0001,C0016,C0033,C0127"
3329,A3330,"C0001,C0016,C0033,C0126"
3330,A3331,"C0001,C0016,C0033,C0126"
3331,A3332,"C0001,C0054,C0056"
3332,A3333,"C0001,C0025,C0025,C0001,C0003,C0030,C0001,C0054,C0054"
3333,A3334,"C0001,C0016,C0028,C0120"
3334,A3335,"C0001,C0003,C0045"
3335,A3336,"C0001,C0004,C0021,C0001,C0004,C0044"
3336,A3337,"C0001,C0008,C0053"
3337,A3338,"C0001,C0008,C0018"
3338,A3339,"C0001,C0016,C0033,C0127"
3339,A3340,"C0001,C0025,C0025"
3340,A3341,"C0001,C0008,C0066"
3341,A3342,"C0001,C0009,C0020"
3342,A3343,"C0001,C0004,C0095"
3343,A3344,"C0001,C0008,C0018"
3344,A3345,"C0001,C0011,C0087"
3345,A3346,"C0001,C0004,C0095"
3346,A3347,"C0001,C0012"
3347,A3348,"C0001,C0016,C0028,C0141"
3348,A3349,"C0001,C0004,C0049"
3349,A3350,"C0001,C0004,C0095"
3350,A3351,"C0001,C0025,C0025"
3351,A3352,"C0001,C0016,C0028,C0135"
3352,A3353,"C0001,C0011,C0087"
3353,A3354,"C0001,C0004,C0095"
3354,A3355,"C0001,C0009,C0020"
3355,A3356,"C0001,C0012"
3356,A3357,"C0001,C0010,C0038"
3357,A3358,"C0001,C0016,C0028,C0135,C0001,C0009,C0099"
3358,A3359,"C0001,C0016,C0092,C0143"
3359,A3360,"C0001,C0016,C0033,C0127"
3360,A3361,"C0001,C0004,C0095"
3361,A3362,"C0001,C0004,C0095"
3362,A3363,"C0001,C0003,C0030"
3363,A3364,"C0001,C0016,C0028,C0135"
3364,A3365,"C0001,C0016,C0033,C0127"
3365,A3366,"C0001,C0016,C0028,C0132"
3366,A3367,"C0001,C0016,C0028,C0128"
3367,A3368,"C0001,C0016,C0092,C0134"
3368,A3369,"C0001,C0016,C0092,C0142"
3369,A3370,"C0001,C0016,C0028,C0128"
3370,A3371,"C0001,C0016,C0028,C0135"
3371,A3372,"C0001,C0016,C0028,C0128"
3372,A3373,"C0001,C0014,C0027"
3373,A3374,"C0001,C0004,C0075"
3374,A3375,"C0001,C0008,C0032,C0125,C0001,C0005"
3375,A3376,"C0001,C0016,C0028,C0120"
3376,A3377,"C0001,C0054,C0056"
3377,A3378,"C0001,C0016,C0028,C0131"
3378,A3379,"C0001,C0016,C0028,C0135"
3379,A3380,"C0001,C0016,C0028,C0137"
3380,A3381,"C0001,C0008,C0062"
3381,A3382,"C0001,C0014,C0089"
3382,A3383,"C0001,C0006,C0024"
3383,A3384,"C0001,C0008,C0078"
3384,A3385,"C0001,C0014,C0074"
3385,A3386,"C0001,C0012"
3386,A3387,"C0001,C0010,C0038"
3387,A3388,"C0001,C0005,C0001,C0008,C0065,C0139"
3388,A3389,"C0001,C0009,C0020"
3389,A3390,"C0001,C0014,C0068"
3390,A3391,"C0001,C0009,C0060"
3391,A3392,"C0001,C0012"
3392,A3393,"C0001,C0016,C0033,C0133"
3393,A3394,"C0001,C0010,C0041"
3394,A3395,"C0001,C0016,C0092,C0134"
3395,A3396,"C0001,C0016,C0092,C0134"
3396,A3397,"C0001,C0008,C0078"
3397,A3398,"C0001,C0054,C0112"
3398,A3399,"C0001,C0013,C0089"
3399,A3400,"C0001,C0015,C0046"
3400,A3401,"C0001,C0008,C0032"
3401,A3402,"C0001,C0015,C0104"
3402,A3403,"C0001,C0008,C0018,C0118,C0001,C0005"
3403,A3404,"C0001,C0006,C0098"
3404,A3405,"C0001,C0009,C0060"
3405,A3406,"C0001,C0010,C0043"
3406,A3407,"C0001,C0010,C0038"
3407,A3408,"C0001,C0008,C0018"
3408,A3409,"C0001,C0016,C0028,C0137"
3409,A3410,"C0001,C0016,C0028,C0135"
3410,A3411,"C0001,C0014,C0117"
3411,A3412,"C0001,C0004,C0044"
3412,A3413,"C0001,C0006,C0050"
3413,A3414,"C0001,C0009,C0060"
3414,A3415,"C0001,C0006,C0050"
3415,A3416,"C0001,C0016,C0092,C0134"
3416,A3417,"C0001,C0006,C0050,C0001,C0016,C0092,C0142"
3417,A3418,"C0001,C0054,C0056,C0001,C0016,C0028,C0141"
3418,A3419,"C0001,C0016,C0033,C0127"
3419,A3420,"C0001,C0016,C0033,C0127"
3420,A3421,"C0001,C0013,C0082"
3421,A3422,"C0001,C0006,C0098"
3422,A3423,"C0001,C0006,C0098"
3423,A3424,"C0001,C0006,C0098"
3424,A3425,"C0001,C0008,C0035"
3425,A3426,"C0001,C0008,C0035"
3426,A3427,"C0001,C0004,C0052"
3427,A3428,"C0001,C0006,C0098"
3428,A3429,"C0001,C0009,C0116"
3429,A3430,"C0001,C0014,C0094"
3430,A3431,"C0001,C0015,C0046"
3431,A3432,"C0001,C0011,C0093"
3432,A3433,"C0001,C0009,C0020"
3433,A3434,"C0001,C0008,C0063"
3434,A3435,"C0001,C0054,C0055"
3435,A3436,"C0001,C0016,C0033,C0126"
3436,A3437,"C0001,C0014,C0026"
3437,A3438,"C0001,C0013,C0082"
3438,A3439,"C0001,C0016,C0028,C0120"
3439,A3440,"C0001,C0013,C0081"
3440,A3441,"C0001,C0054,C0107"
3441,A3442,"C0001,C0014,C0089"
3442,A3443,"C0001,C0013,C0080"
3443,A3444,"C0001,C0004,C0052"
3444,A3445,"C0001,C0016,C0028,C0120"
3445,A3446,"C0001,C0016,C0028,C0137"
3446,A3447,"C0001,C0008,C0058"
3447,A3448,"C0001,C0016,C0092,C0142"
3448,A3449,"C0001,C0016,C0092,C0142"
3449,A3450,"C0001,C0009,C0099"
3450,A3451,"C0001,C0016,C0092,C0134,C0001,C0016,C0092,C0142"
3451,A3452,"C0001,C0016,C0028,C0120"
3452,A3453,"C0001,C0008,C0085"
3453,A3454,"C0001,C0016,C0028,C0120"
3454,A3455,"C0001,C0016,C0028,C0120"
3455,A3456,"C0001,C0003,C0030"
3456,A3457,"C0001,C0006,C0098"
3457,A3458,"C0001,C0008,C0063"
3458,A3459,"C0001,C0013,C0082"
3459,A3460,"C0001,C0013,C0082"
3460,A3461,"C0001,C0015,C0103"
3461,A3462,"C0001,C0015,C0103"
3462,A3463,"C0001,C0014,C0026"
3463,A3464,"C0001,C0014,C0090"
3464,A3465,"C0001,C0009,C0060"
3465,A3466,"C0001,C0013,C0082"
3466,A3467,"C0001,C0003,C0045"
3467,A3468,"C0001,C0016,C0092,C0134"
3468,A3469,"C0001,C0016,C0028,C0136"
3469,A3470,"C0001,C0008,C0062,C0119,C0001,C0005"
3470,A3471,"C0001,C0005,C0001,C0008,C0053,C0130"
3471,A3472,"C0001,C0005,C0001,C0008,C0053,C0130"
3472,A3473,"C0001,C0008,C0018,C0118"
3473,A3474,"C0001,C0011,C0113"
3474,A3475,"C0001,C0011,C0073"
3475,A3476,"C0001,C0016,C0028,C0135"
3476,A3477,"C0001,C0016,C0028,C0135"
3477,A3478,"C0001,C0008,C0035"
3478,A3479,"C0001,C0015,C0104"
3479,A3480,"C0001,C0004,C0095"
3480,A3481,"C0001,C0014,C0077"
3481,A3482,"C0001,C0016,C0033,C0127"
3482,A3483,"C0001,C0008,C0053"
3483,A3484,"C0001,C0008,C0085"
3484,A3485,"C0001,C0016,C0033,C0127"
3485,A3486,"C0001,C0016,C0033,C0126"
3486,A3487,"C0001,C0054,C0056,C0001,C0016,C0028,C0141"
3487,A3488,"C0001,C0013,C0082"
3488,A3489,"C0001,C0054,C0056"
3489,A3490,"C0001,C0014,C0027"
3490,A3491,"C0001,C0014,C0061"
3491,A3492,"C0001,C0011,C0113"
3492,A3493,"C0001,C0009,C0029,C0122,C0001,C0014,C0079"
3493,A3494,"C0001,C0009,C0029,C0122,C0001,C0014,C0079"
3494,A3495,"C0001,C0009,C0029,C0122,C0001,C0014,C0079"
3495,A3496,"C0001,C0014,C0114"
3496,A3497,"C0001,C0009,C0116"
3497,A3498,"C0001,C0014,C0040"
3498,A3499,"C0001,C0014,C0089,C0001,C0011,C0093"
3499,A3500,"C0001,C0008,C0085"
3500,A3501,"C0001,C0054,C0047"
3501,A3502,"C0001,C0016,C0028,C0137"
3502,A3503,"C0001,C0016,C0028,C0120"
3503,A3504,"C0001,C0003,C0037"
3504,A3505,"C0001,C0008,C0032"
3505,A3506,"C0001,C0008,C0066"
3506,A3507,"C0001,C0008,C0063"
3507,A3508,"C0001,C0008,C0063"
3508,A3509,"C0001,C0008,C0065"
3509,A3510,"C0001,C0014,C0061"
3510,A3511,"C0001,C0016,C0028,C0137"
3511,A3512,"C0001,C0004,C0036"
3512,A3513,"C0001,C0014,C0034"
3513,A3514,"C0001,C0014,C0094"
3514,A3515,"C0001,C0014,C0027"
3515,A3516,"C0001,C0009,C0029,C0123,C0001,C0014,C0094"
3516,A3517,"C0001,C0009,C0029,C0123"
3517,A3518,"C0001,C0014,C0089"
3518,A3519,"C0001,C0009,C0029,C0123"
3519,A3520,"C0001,C0011,C0087"
3520,A3521,"C0001,C0016,C0092,C0142"
3521,A3522,"C0001,C0016,C0028,C0120"
3522,A3523,"C0001,C0016,C0028,C0120"
3523,A3524,"C0001,C0008,C0063"
3524,A3525,"C0001,C0008,C0063"
3525,A3526,"C0001,C0008,C0085"
3526,A3527,"C0001,C0006,C0024"
3527,A3528,"C0001,C0016,C0033,C0127"
3528,A3529,"C0001,C0009,C0029,C0122"
3529,A3530,"C0001,C0015,C0103"
3530,A3531,"C0001,C0009,C0020,C0001,C0009,C0029,C0122"
3531,A3532,"C0001,C0009,C0020"
3532,A3533,"C0001,C0014,C0026"
3533,A3534,"C0001,C0009,C0020,C0001,C0009,C0029,C0122"
3534,A3535,"C0001,C0015,C0083"
3535,A3536,"C0001,C0009,C0029,C0122"
3536,A3537,"C0001,C0009,C0029,C0122"
3537,A3538,"C0001,C0005,C0001,C0008,C0053,C0130"
3538,A3539,"C0001,C0009,C0029,C0123"
3539,A3540,"C0001,C0008,C0053"
3540,A3541,"C0001,C0011,C0113"
3541,A3542,"C0001,C0009,C0020,C0001,C0014,C0068"
3542,A3543,"C0001,C0014,C0114"
3543,A3544,"C0001,C0008,C0053"
3544,A3545,"C0001,C0016,C0028,C0120"
3545,A3546,"C0001,C0014,C0068"
3546,A3547,"C0001,C0016,C0028,C0120"
3547,A3548,"C0001,C0016,C0028,C0141"
3548,A3549,"C0001,C0009,C0023"
3549,A3550,"C0001,C0008,C0053"
3550,A3551,"C0001,C0014,C0102"
3551,A3552,"C0001,C0009,C0076"
3552,A3553,"C0001,C0003,C0037"
3553,A3554,"C0001,C0009,C0029"
3554,A3555,"C0001,C0004,C0049"
3555,A3556,"C0001,C0009,C0076"
3556,A3557,"C0001,C0011,C0113"
3557,A3558,"C0001,C0009,C0076"
3558,A3559,"C0001,C0008,C0063"
3559,A3560,"C0001,C0016,C0033,C0127"
3560,A3561,"C0001,C0054,C0057"
3561,A3562,"C0001,C0014,C0068"
3562,A3563,"C0001,C0014,C0117"
3563,A3564,"C0001,C0054,C0109"
3564,A3565,"C0001,C0054,C0107"
3565,A3566,"C0001,C0009,C0029,C0122"
3566,A3567,"C0001,C0003,C0045"
3567,A3568,"C0001,C0005,C0001,C0008,C0053,C0130"
3568,A3569,"C0001,C0009,C0060"
3569,A3570,"C0001,C0009,C0099"
3570,A3571,"C0001,C0011,C0070"
3571,A3572,"C0001,C0016,C0033,C0127"
3572,A3573,"C0001,C0014,C0114"
3573,A3574,"C0001,C0016,C0033,C0127"
3574,A3575,"C0001,C0008,C0018,C0118,C0001,C0005"
3575,A3576,"C0001,C0009,C0099"
3576,A3577,"C0001,C0008,C0032"
3577,A3578,"C0001,C0008,C0018"
3578,A3579,"C0001,C0008,C0018,C0118,C0001,C0005"
3579,A3580,"C0001,C0014,C0090"
3580,A3581,"C0001,C0009,C0076"
3581,A3582,"C0001,C0014,C0061"
3582,A3583,"C0001,C0006,C0098"
3583,A3584,"C0001,C0006,C0019"
3584,A3585,"C0001,C0016,C0028,C0141"
3585,A3586,"C0001,C0054,C0056,C0001,C0016,C0028,C0141"
3586,A3587,"C0001,C0008,C0018,C0001,C0008,C0065"
3587,A3588,"C0001,C0008,C0085"
3588,A3589,"C0001,C0008,C0018,C0118,C0001,C0005"
3589,A3590,"C0001,C0011,C0113"
3590,A3591,"C0001,C0008,C0032,C0125,C0001,C0005"
3591,A3592,"C0001,C0006,C0019,C0001,C0008,C0085"
3592,A3593,"C0001,C0008,C0032,C0125,C0001,C0005"
3593,A3594,"C0001,C0008,C0053"
3594,A3595,"C0001,C0008,C0032,C0125,C0001,C0005"
3595,A3596,"C0001,C0008,C0062"
3596,A3597,"C0001,C0014,C0068"
3597,A3598,"C0001,C0008,C0063"
3598,A3599,"C0001,C0013,C0082"
3599,A3600,"C0001,C0016,C0033,C0126"
3600,A3601,"C0001,C0008,C0085"
