,Code,Article
4516,A4517,Winfield_Scott_(ship)
4517,A4518,Winfield_Scott_Hancock
4518,A4519,Winston_Churchill
4519,A4520,Winston_Tunnel
4520,A4521,Winter
4521,A4522,Witold_Pilecki
4522,A4523,Wolf_Brother
4523,A4524,Wolfgang_Amadeus_Mozart
4524,A4525,Wolverine
4525,A4526,Wombat
4526,A4527,Women's_rights
4527,A4528,Wood
4528,A4529,Wood_Pigeon
4529,A4530,Wood_fuel
4530,A4531,Woodpecker
4531,A4532,Woodrow_Wilson
4532,A4533,Woodruff
4533,A4534,Woodworking
4534,A4535,WorkChoices
4535,A4536,Work_(thermodynamics)
4536,A4537,Working_poor
4537,A4538,World_Bank_Group
4538,A4539,World_Health_Organization
4539,A4540,World_Heritage_Site
4540,A4541,World_Trade_Organization
4541,A4542,World_War_I
4542,A4543,World_War_II
4543,A4544,World_Wide_Web
4544,A4545,Worm
4545,A4546,Wowpurchase
4546,A4547,Wren
4547,A4548,Wrench
4548,A4549,Wrestling
4549,A4550,Wright_brothers
4550,A4551,Writing
4551,A4552,Wyndham_Robertson
4552,A4553,X-Men__The_Last_Stand
4553,A4554,X_Window_System
4554,A4555,X_Window_System_protocols_and_architecture
4555,A4556,X_Window_core_protocol
4556,A4557,Xanadu_House
4557,A4558,Xenon
4558,A4559,Yagan
4559,A4560,Yak
4560,A4561,Yamoussoukro
4561,A4562,Yangtze_River
4562,A4563,"Yarralumla,_Australian_Capital_Territory"
4563,A4564,Yeast
4564,A4565,Yellow_River
4565,A4566,Yellow_fever
4566,A4567,Yellowhammer
4567,A4568,Yellowstone_National_Park
4568,A4569,Yemen
4569,A4570,Yenisei_River
4570,A4571,Yes_Minister
4571,A4572,Yeti
4572,A4573,Yom_Kippur_War
4573,A4574,York
4574,A4575,Yorkshire_Dales
4575,A4576,Yotsuya_Kaidan
4576,A4577,You're_Still_the_One
4577,A4578,Ytterbium
4578,A4579,Yttrium
4579,A4580,Yugoslavia
4580,A4581,"Yungay,_Peru"
4581,A4582,Yuri_Gagarin
4582,A4583,Yuri_Knorosov
4583,A4584,Zürich
4584,A4585,ZX_Spectrum
4585,A4586,Zachary_Taylor
4586,A4587,Zambezi
4587,A4588,Zambia
4588,A4589,Zara_Yaqob
4589,A4590,Zebra
4590,A4591,Zebra_shark
4591,A4592,Zeus
4592,A4593,Zhang_Qian
4593,A4594,Zheng_He
4594,A4595,Ziad_Jarrah
4595,A4596,Zimbabwe
4596,A4597,Zinc
4597,A4598,Zinc_chloride
4598,A4599,Zion_National_Park
4599,A4600,Zionism
4600,A4601,Zirconium
4601,A4602,Zoroaster
4602,A4603,Zuid-Gelders
4603,A4604,Zulu
