,Length of Human Path,Length of Shortest Path,Ratio of Human to Shortest Path
12891,7,4.0,1.75
12892,8,4.0,2.0
12893,8,4.0,2.0
12894,7,4.0,1.75
12895,11,4.0,2.75
12896,7,4.0,1.75
12897,6,4.0,1.5
12898,5,4.0,1.25
12899,6,4.0,1.5
12900,4,4.0,1.0
12901,5,4.0,1.25
12902,5,4.0,1.25
12903,6,4.0,1.5
12904,6,4.0,1.5
12905,12,4.0,3.0
12906,7,4.0,1.75
12907,5,4.0,1.25
12908,7,4.0,1.75
12909,6,4.0,1.5
12910,7,4.0,1.75
12911,9,4.0,2.25
12912,4,4.0,1.0
12913,7,4.0,1.75
12914,5,4.0,1.25
12915,6,4.0,1.5
12916,8,4.0,2.0
12917,5,4.0,1.25
12918,6,4.0,1.5
12919,8,4.0,2.0
12920,8,4.0,2.0
12921,11,4.0,2.75
12922,5,4.0,1.25
12923,9,4.0,2.25
12924,7,4.0,1.75
12925,5,4.0,1.25
12926,8,4.0,2.0
12927,5,4.0,1.25
12928,11,4.0,2.75
12929,8,4.0,2.0
12930,12,4.0,3.0
12931,4,4.0,1.0
12932,5,4.0,1.25
12933,7,4.0,1.75
12934,5,4.0,1.25
12935,10,4.0,2.5
12936,5,4.0,1.25
12937,8,4.0,2.0
12938,5,4.0,1.25
12939,5,4.0,1.25
12940,7,4.0,1.75
12941,8,4.0,2.0
12942,9,4.0,2.25
12943,5,4.0,1.25
12944,5,4.0,1.25
12945,25,4.0,6.25
12946,16,4.0,4.0
12947,13,4.0,3.25
12948,7,4.0,1.75
12949,5,4.0,1.25
12950,6,4.0,1.5
12951,6,4.0,1.5
12952,7,4.0,1.75
12953,6,4.0,1.5
12954,8,4.0,2.0
12955,11,4.0,2.75
12956,6,4.0,1.5
12957,5,4.0,1.25
12958,7,4.0,1.75
12959,7,4.0,1.75
12960,6,4.0,1.5
12961,6,4.0,1.5
12962,5,4.0,1.25
12963,8,4.0,2.0
12964,4,4.0,1.0
12965,5,4.0,1.25
12966,9,4.0,2.25
12967,7,4.0,1.75
12968,4,4.0,1.0
12969,4,4.0,1.0
12970,4,4.0,1.0
12971,5,4.0,1.25
12972,8,4.0,2.0
12973,8,4.0,2.0
12974,13,4.0,3.25
12975,5,4.0,1.25
12976,6,4.0,1.5
12977,13,4.0,3.25
12978,9,4.0,2.25
12979,8,4.0,2.0
12980,5,4.0,1.25
12981,7,4.0,1.75
12982,5,4.0,1.25
12983,8,4.0,2.0
12984,8,4.0,2.0
12985,6,4.0,1.5
12986,7,4.0,1.75
12987,5,4.0,1.25
12988,5,4.0,1.25
12989,7,4.0,1.75
12990,6,4.0,1.5
12991,6,4.0,1.5
12992,7,4.0,1.75
12993,7,4.0,1.75
12994,5,4.0,1.25
12995,9,4.0,2.25
12996,5,4.0,1.25
12997,15,4.0,3.75
12998,6,4.0,1.5
12999,5,4.0,1.25
13000,7,4.0,1.75
13001,7,4.0,1.75
13002,7,4.0,1.75
13003,6,4.0,1.5
13004,5,4.0,1.25
13005,5,4.0,1.25
13006,7,4.0,1.75
13007,7,4.0,1.75
13008,7,4.0,1.75
13009,8,4.0,2.0
13010,5,4.0,1.25
13011,5,4.0,1.25
13012,10,4.0,2.5
13013,8,4.0,2.0
13014,6,4.0,1.5
13015,6,4.0,1.5
13016,12,4.0,3.0
13017,5,4.0,1.25
13018,8,4.0,2.0
13019,5,4.0,1.25
13020,7,4.0,1.75
13021,5,4.0,1.25
13022,7,4.0,1.75
13023,5,4.0,1.25
13024,7,4.0,1.75
13025,7,4.0,1.75
13026,5,4.0,1.25
13027,5,4.0,1.25
13028,5,4.0,1.25
13029,6,4.0,1.5
13030,10,4.0,2.5
13031,7,4.0,1.75
13032,4,4.0,1.0
13033,5,4.0,1.25
13034,6,4.0,1.5
13035,6,4.0,1.5
13036,10,4.0,2.5
13037,8,4.0,2.0
13038,9,4.0,2.25
13039,7,4.0,1.75
13040,5,4.0,1.25
13041,7,4.0,1.75
13042,7,4.0,1.75
13043,5,4.0,1.25
13044,7,4.0,1.75
13045,9,4.0,2.25
13046,8,4.0,2.0
13047,9,4.0,2.25
13048,6,4.0,1.5
13049,7,4.0,1.75
13050,6,4.0,1.5
13051,6,4.0,1.5
13052,7,4.0,1.75
13053,5,4.0,1.25
13054,9,4.0,2.25
13055,7,4.0,1.75
13056,7,4.0,1.75
13057,12,4.0,3.0
13058,5,4.0,1.25
13059,5,4.0,1.25
13060,7,4.0,1.75
13061,8,4.0,2.0
13062,5,4.0,1.25
13063,5,4.0,1.25
13064,4,4.0,1.0
13065,13,4.0,3.25
13066,6,4.0,1.5
13067,7,4.0,1.75
13068,8,4.0,2.0
13069,6,4.0,1.5
13070,5,4.0,1.25
13071,7,4.0,1.75
13072,8,4.0,2.0
13073,6,4.0,1.5
13074,7,4.0,1.75
13075,6,4.0,1.5
13076,13,4.0,3.25
13077,6,4.0,1.5
13078,9,4.0,2.25
13079,15,4.0,3.75
13080,6,4.0,1.5
13081,6,4.0,1.5
13082,5,4.0,1.25
13083,8,4.0,2.0
13084,7,4.0,1.75
13085,10,4.0,2.5
13086,6,4.0,1.5
13087,4,4.0,1.0
13088,5,4.0,1.25
13089,6,4.0,1.5
13090,6,4.0,1.5
13091,8,4.0,2.0
13092,7,4.0,1.75
13093,5,4.0,1.25
13094,14,4.0,3.5
13095,8,4.0,2.0
13096,6,4.0,1.5
13097,5,4.0,1.25
13098,6,4.0,1.5
13099,11,4.0,2.75
13100,5,4.0,1.25
13101,6,4.0,1.5
13102,8,4.0,2.0
13103,10,4.0,2.5
13104,7,4.0,1.75
13105,7,4.0,1.75
13106,8,4.0,2.0
13107,9,4.0,2.25
13108,9,4.0,2.25
13109,9,4.0,2.25
13110,16,4.0,4.0
13111,11,4.0,2.75
13112,5,4.0,1.25
13113,7,4.0,1.75
13114,9,4.0,2.25
13115,7,4.0,1.75
13116,5,4.0,1.25
13117,7,4.0,1.75
13118,5,4.0,1.25
13119,5,4.0,1.25
13120,6,4.0,1.5
13121,6,4.0,1.5
13122,5,4.0,1.25
13123,6,4.0,1.5
13124,8,4.0,2.0
13125,7,4.0,1.75
13126,6,4.0,1.5
13127,9,4.0,2.25
13128,6,4.0,1.5
13129,10,4.0,2.5
13130,5,4.0,1.25
13131,7,4.0,1.75
13132,7,4.0,1.75
13133,5,4.0,1.25
13134,7,4.0,1.75
13135,6,4.0,1.5
13136,4,4.0,1.0
13137,7,4.0,1.75
13138,5,4.0,1.25
13139,10,4.0,2.5
13140,8,4.0,2.0
13141,7,4.0,1.75
13142,11,4.0,2.75
13143,6,4.0,1.5
13144,8,4.0,2.0
13145,8,4.0,2.0
13146,6,4.0,1.5
13147,8,4.0,2.0
13148,5,4.0,1.25
13149,6,4.0,1.5
13150,8,4.0,2.0
13151,5,4.0,1.25
13152,7,4.0,1.75
13153,10,4.0,2.5
13154,6,4.0,1.5
13155,8,4.0,2.0
13156,5,4.0,1.25
13157,14,4.0,3.5
13158,7,4.0,1.75
13159,8,4.0,2.0
13160,5,4.0,1.25
13161,5,4.0,1.25
13162,5,4.0,1.25
13163,5,4.0,1.25
13164,5,4.0,1.25
13165,6,4.0,1.5
13166,4,4.0,1.0
13167,4,4.0,1.0
13168,7,4.0,1.75
13169,7,4.0,1.75
13170,10,4.0,2.5
13171,4,4.0,1.0
13172,4,4.0,1.0
13173,7,4.0,1.75
13174,6,4.0,1.5
13175,20,4.0,5.0
13176,11,4.0,2.75
13177,9,4.0,2.25
13178,7,4.0,1.75
13179,7,4.0,1.75
13180,7,4.0,1.75
13181,7,4.0,1.75
13182,7,4.0,1.75
13183,9,4.0,2.25
13184,6,4.0,1.5
13185,5,4.0,1.25
13186,6,4.0,1.5
13187,7,4.0,1.75
13188,5,4.0,1.25
13189,5,4.0,1.25
13190,5,4.0,1.25
13191,5,4.0,1.25
13192,10,4.0,2.5
13193,9,4.0,2.25
13194,9,4.0,2.25
13195,11,4.0,2.75
13196,8,4.0,2.0
13197,4,4.0,1.0
13198,8,4.0,2.0
13199,5,4.0,1.25
13200,7,4.0,1.75
13201,7,4.0,1.75
13202,7,4.0,1.75
13203,8,4.0,2.0
13204,6,4.0,1.5
13205,9,4.0,2.25
13206,6,4.0,1.5
13207,11,4.0,2.75
13208,6,4.0,1.5
13209,5,4.0,1.25
13210,7,4.0,1.75
13211,5,4.0,1.25
13212,5,4.0,1.25
13213,6,4.0,1.5
13214,7,4.0,1.75
13215,5,4.0,1.25
13216,9,4.0,2.25
13217,9,4.0,2.25
13218,7,4.0,1.75
13219,7,4.0,1.75
13220,5,4.0,1.25
13221,7,4.0,1.75
13222,9,4.0,2.25
13223,9,4.0,2.25
13224,5,4.0,1.25
13225,9,4.0,2.25
13226,14,4.0,3.5
13227,4,4.0,1.0
13228,10,4.0,2.5
13229,5,4.0,1.25
13230,7,4.0,1.75
13231,7,4.0,1.75
13232,13,4.0,3.25
13233,5,4.0,1.25
13234,6,4.0,1.5
13235,8,4.0,2.0
13236,8,4.0,2.0
13237,7,4.0,1.75
13238,7,4.0,1.75
13239,8,4.0,2.0
13240,5,4.0,1.25
13241,8,4.0,2.0
13242,5,4.0,1.25
13243,6,4.0,1.5
13244,5,4.0,1.25
13245,6,4.0,1.5
13246,4,4.0,1.0
13247,6,4.0,1.5
13248,7,4.0,1.75
13249,5,4.0,1.25
13250,13,4.0,3.25
13251,6,4.0,1.5
13252,8,4.0,2.0
13253,6,4.0,1.5
13254,10,4.0,2.5
13255,10,4.0,2.5
13256,9,4.0,2.25
13257,8,4.0,2.0
13258,5,4.0,1.25
13259,8,4.0,2.0
13260,6,4.0,1.5
13261,7,4.0,1.75
13262,5,4.0,1.25
13263,5,4.0,1.25
13264,7,4.0,1.75
13265,7,4.0,1.75
13266,5,4.0,1.25
13267,5,4.0,1.25
13268,7,4.0,1.75
13269,11,4.0,2.75
13270,8,4.0,2.0
13271,5,4.0,1.25
13272,6,4.0,1.5
13273,9,4.0,2.25
13274,7,4.0,1.75
13275,6,4.0,1.5
13276,7,4.0,1.75
13277,7,5.0,1.4
13278,8,5.0,1.6
13279,11,5.0,2.2
13280,4,4.0,1.0
13281,9,5.0,1.8
13282,2,2.0,1.0
13283,6,4.0,1.5
13284,4,3.0,1.3333333333333333
13285,4,3.0,1.3333333333333333
13286,4,4.0,1.0
13287,13,4.0,3.25
13288,6,4.0,1.5
13289,7,4.0,1.75
13290,12,4.0,3.0
13291,9,4.0,2.25
13292,6,3.0,2.0
13293,6,3.0,2.0
13294,3,3.0,1.0
13295,19,5.0,3.8
13296,9,5.0,1.8
13297,8,5.0,1.6
13298,10,5.0,2.0
13299,7,5.0,1.4
13300,8,5.0,1.6
13301,5,4.0,1.25
13302,5,4.0,1.25
13303,5,4.0,1.25
13304,5,4.0,1.25
13305,4,3.0,1.3333333333333333
13306,7,4.0,1.75
13307,7,3.0,2.3333333333333335
13308,7,4.0,1.75
13309,30,4.0,7.5
13310,8,4.0,2.0
13311,6,5.0,1.2
13312,4,4.0,1.0
13313,4,4.0,1.0
13314,6,4.0,1.5
13315,11,5.0,2.2
13316,6,5.0,1.2
13317,5,5.0,1.0
13318,5,5.0,1.0
13319,6,4.0,1.5
13320,8,4.0,2.0
13321,7,5.0,1.4
13322,12,5.0,2.4
13323,5,4.0,1.25
13324,6,5.0,1.2
13325,7,5.0,1.4
13326,4,3.0,1.3333333333333333
13327,2,2.0,1.0
13328,3,3.0,1.0
13329,6,3.0,2.0
13330,7,4.0,1.75
13331,4,4.0,1.0
13332,5,4.0,1.25
13333,25,4.0,6.25
13334,6,3.0,2.0
13335,7,3.0,2.3333333333333335
13336,3,3.0,1.0
13337,4,3.0,1.3333333333333333
13338,5,4.0,1.25
13339,5,4.0,1.25
13340,4,3.0,1.3333333333333333
13341,2,2.0,1.0
13342,3,3.0,1.0
13343,6,4.0,1.5
13344,6,5.0,1.2
13345,8,3.0,2.6666666666666665
13346,3,3.0,1.0
13347,4,3.0,1.3333333333333333
13348,8,4.0,2.0
13349,8,4.0,2.0
13350,7,4.0,1.75
13351,6,4.0,1.5
13352,5,4.0,1.25
13353,9,4.0,2.25
13354,9,4.0,2.25
13355,5,4.0,1.25
13356,4,4.0,1.0
13357,9,4.0,2.25
13358,4,3.0,1.3333333333333333
13359,4,3.0,1.3333333333333333
13360,4,3.0,1.3333333333333333
13361,5,3.0,1.6666666666666667
13362,4,3.0,1.3333333333333333
13363,2,2.0,1.0
13364,2,2.0,1.0
13365,2,2.0,1.0
13366,5,3.0,1.6666666666666667
13367,4,3.0,1.3333333333333333
13368,7,3.0,2.3333333333333335
13369,3,3.0,1.0
13370,3,3.0,1.0
13371,5,4.0,1.25
13372,3,3.0,1.0
13373,4,3.0,1.3333333333333333
13374,3,3.0,1.0
13375,7,3.0,2.3333333333333335
13376,4,4.0,1.0
13377,4,4.0,1.0
13378,2,2.0,1.0
13379,5,3.0,1.6666666666666667
13380,3,3.0,1.0
13381,5,4.0,1.25
13382,5,5.0,1.0
13383,5,5.0,1.0
13384,5,4.0,1.25
13385,11,5.0,2.2
13386,6,5.0,1.2
13387,6,5.0,1.2
13388,9,5.0,1.8
13389,5,5.0,1.0
13390,7,4.0,1.75
13391,6,4.0,1.5
13392,6,4.0,1.5
13393,7,4.0,1.75
13394,6,5.0,1.2
13395,4,3.0,1.3333333333333333
13396,6,3.0,2.0
13397,4,3.0,1.3333333333333333
13398,5,3.0,1.6666666666666667
13399,8,4.0,2.0
13400,5,4.0,1.25
13401,10,4.0,2.5
13402,7,4.0,1.75
13403,7,4.0,1.75
13404,6,4.0,1.5
13405,7,4.0,1.75
13406,7,4.0,1.75
13407,12,7.0,1.7142857142857142
13408,3,3.0,1.0
13409,3,3.0,1.0
13410,12,4.0,3.0
13411,5,4.0,1.25
13412,6,4.0,1.5
13413,4,4.0,1.0
13414,7,4.0,1.75
13415,6,4.0,1.5
13416,7,4.0,1.75
13417,6,4.0,1.5
13418,21,4.0,5.25
13419,3,3.0,1.0
13420,8,4.0,2.0
13421,4,4.0,1.0
13422,4,4.0,1.0
13423,6,4.0,1.5
13424,10,4.0,2.5
13425,12,4.0,3.0
13426,5,4.0,1.25
13427,6,4.0,1.5
13428,5,4.0,1.25
13429,7,4.0,1.75
13430,3,3.0,1.0
13431,4,4.0,1.0
13432,4,3.0,1.3333333333333333
13433,4,4.0,1.0
13434,3,3.0,1.0
13435,4,4.0,1.0
13436,6,4.0,1.5
13437,4,4.0,1.0
13438,10,3.0,3.3333333333333335
13439,4,3.0,1.3333333333333333
13440,5,4.0,1.25
13441,4,3.0,1.3333333333333333
13442,6,3.0,2.0
13443,8,3.0,2.6666666666666665
13444,3,3.0,1.0
13445,5,3.0,1.6666666666666667
13446,3,3.0,1.0
13447,4,3.0,1.3333333333333333
13448,2,2.0,1.0
13449,5,4.0,1.25
13450,5,4.0,1.25
13451,5,4.0,1.25
13452,7,4.0,1.75
13453,4,3.0,1.3333333333333333
13454,6,4.0,1.5
13455,4,4.0,1.0
13456,5,4.0,1.25
13457,4,4.0,1.0
13458,6,4.0,1.5
13459,4,3.0,1.3333333333333333
13460,4,4.0,1.0
13461,7,3.0,2.3333333333333335
13462,5,3.0,1.6666666666666667
13463,4,3.0,1.3333333333333333
13464,3,3.0,1.0
13465,2,2.0,1.0
13466,5,4.0,1.25
13467,5,3.0,1.6666666666666667
13468,6,5.0,1.2
13469,5,4.0,1.25
13470,6,4.0,1.5
13471,4,4.0,1.0
13472,6,4.0,1.5
13473,6,4.0,1.5
13474,4,4.0,1.0
13475,7,4.0,1.75
13476,3,3.0,1.0
13477,3,3.0,1.0
13478,11,5.0,2.2
13479,10,5.0,2.0
13480,6,5.0,1.2
13481,6,5.0,1.2
13482,5,5.0,1.0
13483,5,5.0,1.0
13484,7,5.0,1.4
13485,6,5.0,1.2
13486,5,4.0,1.25
13487,9,4.0,2.25
13488,13,4.0,3.25
13489,6,5.0,1.2
13490,5,4.0,1.25
13491,8,5.0,1.6
13492,7,5.0,1.4
13493,9,5.0,1.8
13494,17,5.0,3.4
13495,5,5.0,1.0
13496,6,5.0,1.2
13497,9,4.0,2.25
13498,6,3.0,2.0
13499,5,4.0,1.25
13500,3,3.0,1.0
13501,5,4.0,1.25
13502,6,4.0,1.5
13503,5,4.0,1.25
13504,5,4.0,1.25
13505,4,4.0,1.0
13506,7,5.0,1.4
13507,4,3.0,1.3333333333333333
13508,3,3.0,1.0
13509,3,3.0,1.0
13510,4,3.0,1.3333333333333333
13511,4,3.0,1.3333333333333333
13512,4,3.0,1.3333333333333333
13513,4,3.0,1.3333333333333333
13514,3,3.0,1.0
13515,5,3.0,1.6666666666666667
13516,2,2.0,1.0
13517,4,4.0,1.0
13518,12,4.0,3.0
13519,4,4.0,1.0
13520,6,4.0,1.5
13521,16,4.0,4.0
13522,5,4.0,1.25
13523,4,4.0,1.0
13524,5,3.0,1.6666666666666667
13525,4,3.0,1.3333333333333333
13526,4,3.0,1.3333333333333333
13527,4,4.0,1.0
13528,8,3.0,2.6666666666666665
13529,5,3.0,1.6666666666666667
13530,6,4.0,1.5
13531,5,4.0,1.25
13532,2,2.0,1.0
13533,4,4.0,1.0
13534,4,4.0,1.0
13535,5,4.0,1.25
13536,4,3.0,1.3333333333333333
13537,9,2.0,4.5
13538,6,3.0,2.0
13539,6,4.0,1.5
13540,9,4.0,2.25
13541,11,4.0,2.75
13542,7,4.0,1.75
13543,8,4.0,2.0
13544,10,4.0,2.5
13545,3,3.0,1.0
13546,6,3.0,2.0
13547,5,3.0,1.6666666666666667
13548,5,4.0,1.25
13549,4,3.0,1.3333333333333333
13550,4,3.0,1.3333333333333333
13551,5,3.0,1.6666666666666667
13552,5,3.0,1.6666666666666667
13553,7,3.0,2.3333333333333335
13554,8,3.0,2.6666666666666665
13555,5,3.0,1.6666666666666667
13556,6,4.0,1.5
13557,5,4.0,1.25
13558,4,3.0,1.3333333333333333
13559,4,3.0,1.3333333333333333
13560,5,3.0,1.6666666666666667
13561,4,3.0,1.3333333333333333
13562,4,3.0,1.3333333333333333
13563,6,3.0,2.0
13564,3,3.0,1.0
13565,14,5.0,2.8
13566,4,3.0,1.3333333333333333
13567,5,3.0,1.6666666666666667
13568,5,4.0,1.25
13569,4,3.0,1.3333333333333333
13570,7,4.0,1.75
13571,6,3.0,2.0
13572,5,3.0,1.6666666666666667
13573,3,3.0,1.0
13574,4,3.0,1.3333333333333333
13575,5,3.0,1.6666666666666667
13576,6,3.0,2.0
13577,6,4.0,1.5
13578,4,4.0,1.0
13579,5,4.0,1.25
13580,4,4.0,1.0
13581,6,4.0,1.5
13582,5,3.0,1.6666666666666667
13583,14,4.0,3.5
13584,4,3.0,1.3333333333333333
13585,5,3.0,1.6666666666666667
13586,9,5.0,1.8
13587,16,5.0,3.2
13588,6,5.0,1.2
13589,11,4.0,2.75
13590,7,4.0,1.75
13591,4,3.0,1.3333333333333333
13592,8,4.0,2.0
13593,4,3.0,1.3333333333333333
13594,6,2.0,3.0
13595,3,2.0,1.5
13596,4,4.0,1.0
13597,8,3.0,2.6666666666666665
13598,4,4.0,1.0
13599,7,5.0,1.4
13600,8,3.0,2.6666666666666665
13601,4,4.0,1.0
13602,4,4.0,1.0
13603,2,2.0,1.0
13604,6,3.0,2.0
13605,14,3.0,4.666666666666667
13606,5,3.0,1.6666666666666667
13607,5,4.0,1.25
13608,5,4.0,1.25
13609,7,4.0,1.75
13610,14,4.0,3.5
13611,10,4.0,2.5
13612,4,3.0,1.3333333333333333
13613,7,4.0,1.75
13614,8,4.0,2.0
13615,6,4.0,1.5
13616,4,4.0,1.0
13617,5,4.0,1.25
13618,4,4.0,1.0
13619,8,4.0,2.0
13620,7,4.0,1.75
13621,23,4.0,5.75
13622,8,4.0,2.0
13623,10,4.0,2.5
13624,4,4.0,1.0
13625,5,4.0,1.25
13626,5,3.0,1.6666666666666667
13627,5,3.0,1.6666666666666667
13628,4,3.0,1.3333333333333333
13629,5,4.0,1.25
13630,8,4.0,2.0
13631,4,4.0,1.0
13632,4,4.0,1.0
13633,4,3.0,1.3333333333333333
13634,3,2.0,1.5
13635,2,2.0,1.0
13636,6,4.0,1.5
13637,6,4.0,1.5
13638,7,4.0,1.75
13639,4,4.0,1.0
13640,7,4.0,1.75
13641,9,4.0,2.25
13642,7,4.0,1.75
13643,7,4.0,1.75
13644,5,4.0,1.25
13645,13,4.0,3.25
13646,8,4.0,2.0
13647,5,3.0,1.6666666666666667
13648,6,3.0,2.0
13649,5,4.0,1.25
13650,6,4.0,1.5
13651,9,4.0,2.25
13652,5,4.0,1.25
13653,7,5.0,1.4
13654,17,5.0,3.4
13655,8,4.0,2.0
13656,4,4.0,1.0
13657,4,4.0,1.0
13658,6,3.0,2.0
13659,3,3.0,1.0
13660,4,3.0,1.3333333333333333
13661,5,5.0,1.0
13662,6,4.0,1.5
13663,6,4.0,1.5
13664,6,5.0,1.2
13665,3,3.0,1.0
13666,3,3.0,1.0
13667,5,4.0,1.25
13668,4,4.0,1.0
13669,10,4.0,2.5
13670,5,3.0,1.6666666666666667
13671,3,3.0,1.0
13672,9,4.0,2.25
13673,5,4.0,1.25
13674,6,4.0,1.5
13675,9,5.0,1.8
13676,5,4.0,1.25
13677,5,4.0,1.25
13678,11,4.0,2.75
13679,6,4.0,1.5
13680,6,4.0,1.5
13681,9,4.0,2.25
13682,6,4.0,1.5
13683,5,3.0,1.6666666666666667
13684,5,3.0,1.6666666666666667
13685,5,3.0,1.6666666666666667
13686,8,4.0,2.0
13687,10,4.0,2.5
13688,5,4.0,1.25
13689,7,4.0,1.75
13690,11,4.0,2.75
13691,5,3.0,1.6666666666666667
13692,3,3.0,1.0
13693,7,4.0,1.75
13694,6,4.0,1.5
13695,4,3.0,1.3333333333333333
13696,3,3.0,1.0
13697,8,5.0,1.6
13698,6,5.0,1.2
13699,3,3.0,1.0
13700,10,4.0,2.5
13701,5,4.0,1.25
13702,6,4.0,1.5
13703,4,4.0,1.0
13704,4,4.0,1.0
13705,3,3.0,1.0
13706,6,4.0,1.5
13707,6,4.0,1.5
13708,5,4.0,1.25
13709,5,4.0,1.25
13710,8,4.0,2.0
13711,7,4.0,1.75
13712,11,4.0,2.75
13713,5,4.0,1.25
13714,5,4.0,1.25
13715,5,4.0,1.25
13716,5,4.0,1.25
13717,5,4.0,1.25
13718,7,4.0,1.75
13719,6,3.0,2.0
13720,5,3.0,1.6666666666666667
13721,4,3.0,1.3333333333333333
13722,4,3.0,1.3333333333333333
13723,6,4.0,1.5
13724,7,4.0,1.75
13725,6,4.0,1.5
13726,4,3.0,1.3333333333333333
13727,6,3.0,2.0
13728,4,3.0,1.3333333333333333
13729,8,4.0,2.0
13730,8,4.0,2.0
13731,6,4.0,1.5
13732,6,4.0,1.5
13733,6,4.0,1.5
13734,8,4.0,2.0
13735,5,3.0,1.6666666666666667
13736,5,4.0,1.25
13737,9,4.0,2.25
13738,4,4.0,1.0
13739,2,2.0,1.0
13740,2,2.0,1.0
13741,2,2.0,1.0
13742,6,4.0,1.5
13743,5,4.0,1.25
13744,4,4.0,1.0
13745,5,3.0,1.6666666666666667
13746,8,4.0,2.0
13747,4,4.0,1.0
13748,4,4.0,1.0
13749,8,4.0,2.0
13750,6,4.0,1.5
13751,6,4.0,1.5
13752,6,4.0,1.5
13753,5,4.0,1.25
13754,6,4.0,1.5
13755,8,4.0,2.0
13756,5,4.0,1.25
13757,8,5.0,1.6
13758,6,5.0,1.2
13759,5,5.0,1.0
13760,8,4.0,2.0
13761,5,4.0,1.25
13762,6,3.0,2.0
13763,5,3.0,1.6666666666666667
13764,7,3.0,2.3333333333333335
13765,4,3.0,1.3333333333333333
13766,3,2.0,1.5
13767,7,4.0,1.75
13768,5,4.0,1.25
13769,4,4.0,1.0
13770,3,3.0,1.0
13771,4,3.0,1.3333333333333333
13772,3,3.0,1.0
13773,7,4.0,1.75
13774,7,4.0,1.75
13775,8,4.0,2.0
13776,5,4.0,1.25
13777,6,3.0,2.0
13778,7,4.0,1.75
13779,6,5.0,1.2
13780,5,5.0,1.0
13781,7,5.0,1.4
13782,5,5.0,1.0
13783,9,4.0,2.25
13784,5,4.0,1.25
13785,7,4.0,1.75
13786,7,4.0,1.75
13787,8,4.0,2.0
13788,6,4.0,1.5
13789,9,4.0,2.25
13790,6,4.0,1.5
13791,7,4.0,1.75
13792,6,4.0,1.5
13793,8,4.0,2.0
13794,4,4.0,1.0
13795,4,4.0,1.0
13796,5,4.0,1.25
13797,4,4.0,1.0
13798,11,4.0,2.75
13799,4,4.0,1.0
13800,4,4.0,1.0
13801,6,4.0,1.5
13802,4,4.0,1.0
13803,4,4.0,1.0
13804,4,4.0,1.0
13805,10,5.0,2.0
13806,9,5.0,1.8
13807,5,5.0,1.0
13808,6,5.0,1.2
13809,5,4.0,1.25
13810,5,5.0,1.0
13811,5,4.0,1.25
13812,9,5.0,1.8
13813,10,4.0,2.5
13814,5,4.0,1.25
13815,11,5.0,2.2
13816,7,5.0,1.4
13817,6,4.0,1.5
13818,6,4.0,1.5
13819,9,6.0,1.5
13820,5,4.0,1.25
13821,8,4.0,2.0
13822,7,5.0,1.4
13823,6,5.0,1.2
13824,8,5.0,1.6
13825,8,5.0,1.6
13826,8,5.0,1.6
13827,7,5.0,1.4
13828,12,5.0,2.4
13829,3,3.0,1.0
13830,9,5.0,1.8
13831,10,3.0,3.3333333333333335
13832,16,3.0,5.333333333333333
13833,6,4.0,1.5
13834,4,4.0,1.0
13835,4,4.0,1.0
13836,6,4.0,1.5
13837,5,5.0,1.0
13838,7,4.0,1.75
13839,7,4.0,1.75
13840,5,4.0,1.25
13841,6,4.0,1.5
13842,4,4.0,1.0
13843,6,4.0,1.5
13844,5,4.0,1.25
13845,4,3.0,1.3333333333333333
13846,11,4.0,2.75
13847,5,4.0,1.25
13848,19,5.0,3.8
13849,8,5.0,1.6
13850,3,3.0,1.0
13851,8,4.0,2.0
13852,6,4.0,1.5
13853,7,4.0,1.75
13854,10,4.0,2.5
13855,6,4.0,1.5
13856,5,4.0,1.25
13857,5,4.0,1.25
13858,5,4.0,1.25
13859,4,4.0,1.0
13860,6,4.0,1.5
13861,7,4.0,1.75
13862,8,4.0,2.0
13863,5,4.0,1.25
13864,6,3.0,2.0
13865,4,4.0,1.0
13866,6,5.0,1.2
13867,5,5.0,1.0
13868,5,4.0,1.25
13869,8,4.0,2.0
13870,5,4.0,1.25
13871,5,4.0,1.25
13872,7,4.0,1.75
13873,5,4.0,1.25
13874,5,4.0,1.25
13875,4,4.0,1.0
13876,7,4.0,1.75
13877,4,4.0,1.0
13878,6,4.0,1.5
13879,5,4.0,1.25
13880,7,5.0,1.4
13881,11,5.0,2.2
13882,6,5.0,1.2
13883,8,5.0,1.6
13884,5,5.0,1.0
13885,12,5.0,2.4
13886,25,5.0,5.0
13887,8,5.0,1.6
13888,10,5.0,2.0
13889,8,5.0,1.6
13890,10,5.0,2.0
13891,9,5.0,1.8
13892,5,4.0,1.25
13893,5,4.0,1.25
13894,4,3.0,1.3333333333333333
13895,7,3.0,2.3333333333333335
13896,7,3.0,2.3333333333333335
13897,6,3.0,2.0
13898,3,3.0,1.0
13899,6,4.0,1.5
13900,5,4.0,1.25
13901,5,4.0,1.25
13902,6,4.0,1.5
13903,3,3.0,1.0
13904,5,4.0,1.25
13905,5,4.0,1.25
13906,5,4.0,1.25
13907,5,4.0,1.25
13908,6,5.0,1.2
13909,2,2.0,1.0
13910,8,5.0,1.6
13911,8,5.0,1.6
13912,6,4.0,1.5
13913,5,4.0,1.25
13914,5,4.0,1.25
13915,6,4.0,1.5
13916,4,4.0,1.0
13917,4,4.0,1.0
13918,5,5.0,1.0
13919,5,4.0,1.25
13920,4,4.0,1.0
13921,3,3.0,1.0
13922,3,3.0,1.0
